htmlBody,scriptTag,hexadecimalURLs,domainsCount,dotsCount,isAccountTerm,isDearTeam,imagesAsURL,ipUrls,isPayPalTerm,isLoginTerm,isBankTerm,isVerifyTerm,isAgreeTerm,isSuspendTerm,phishingTermsWeight,domainSender,isPhishing
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,3,2,1,0,27,0,0,1,0,0,0,0,10,1,0
1,1,0,11,3,0,0,79,0,0,0,0,0,0,0,10,0,0
0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,6,3,0,0,9,0,0,0,0,0,0,0,10,0,0
1,1,0,5,2,0,0,140,0,0,0,0,0,0,0,10,0,0
1,1,0,4,2,0,0,40,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,19,3,0,1,70,0,0,0,0,0,0,0,10,0,0
0,0,0,1,7,0,1,0,0,0,0,0,0,1,0,10,0,0
1,0,0,34,2,1,0,11,0,0,0,0,1,0,0,10,1,0
1,0,0,12,3,0,0,81,0,0,0,0,0,0,0,10,0,0
1,0,2,2,2,0,0,37,0,0,0,0,0,0,0,10,0,0
1,0,0,5,3,0,1,1,0,0,1,0,0,0,0,10,1,0
1,0,0,12,3,0,0,88,0,0,0,0,0,0,0,10,0,0
0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,10,0,0
1,1,0,11,3,0,0,75,0,0,0,0,0,0,0,10,0,0
1,1,0,18,3,0,0,28,0,0,0,0,0,0,0,10,0,0
1,1,0,5,2,0,1,77,0,0,0,0,0,0,0,10,0,0
1,1,0,7,3,0,0,106,0,0,0,0,0,0,0,10,0,0
1,0,0,40,3,0,0,10,0,0,0,0,0,0,0,10,1,0
0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,10,0,0
1,0,0,7,3,1,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,12,28,4,0,0,6,0,0,0,0,0,1,0,10,1,0
1,0,0,11,3,0,0,12,0,0,0,0,0,0,0,10,1,0
1,1,0,11,3,0,0,60,0,0,0,0,0,0,0,10,0,0
1,0,3,49,3,0,0,17,0,0,0,0,0,0,0,10,1,0
1,1,0,6,2,0,0,140,0,0,0,0,0,0,0,10,0,0
1,1,0,16,2,0,0,50,0,0,0,0,0,0,0,10,0,0
1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,1,0,20,2,1,0,16,0,0,0,0,0,0,0,10,0,0
1,1,0,19,2,1,0,16,0,0,0,0,0,0,0,10,0,0
1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,7,3,1,0,17,0,0,0,0,0,0,0,10,1,0
1,1,0,20,2,1,0,16,0,0,0,0,0,0,0,10,0,0
1,0,0,7,3,0,1,78,0,0,0,0,0,0,0,10,0,0
0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,1,0,10,3,0,0,115,0,1,0,0,0,0,0,10,0,0
0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,1,0,9,3,0,0,64,0,0,0,0,0,0,0,10,0,0
0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,10,0,0
1,1,0,10,3,0,0,115,0,0,0,0,0,0,0,10,0,0
1,0,0,22,3,0,1,44,0,0,0,0,0,0,0,10,0,0
1,0,0,5,2,0,1,53,0,0,0,0,0,0,0,10,0,0
1,0,0,47,5,0,0,21,0,0,0,0,0,0,0,10,1,0
0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,10,0,0
1,0,0,48,5,0,0,22,0,0,0,0,0,0,0,10,1,0
1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,10,1,0
1,0,0,6,2,0,0,56,0,0,0,0,0,0,0,10,0,0
1,0,106,9,2,0,0,147,0,0,0,0,0,0,0,10,0,0
1,1,0,20,2,1,0,16,0,0,0,0,0,0,0,10,0,0
1,0,12,23,4,1,0,5,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,10,0,0
1,0,12,28,4,0,0,6,0,0,0,0,0,1,0,10,1,0
1,0,0,41,3,0,1,10,0,0,0,0,0,1,0,10,1,0
1,1,0,10,3,1,0,49,0,0,0,0,0,0,0,10,0,0
1,0,0,12,3,0,0,115,0,0,0,0,0,0,0,10,0,0
1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,47,3,1,0,16,0,0,0,0,0,0,0,10,1,0
1,0,0,4,2,0,0,7,0,0,0,0,0,0,0,10,1,0
1,0,0,7,7,0,0,0,0,0,0,0,1,0,0,10,0,0
1,0,0,11,3,0,1,116,0,0,0,0,0,0,0,10,0,0
1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,9,4,1,0,12,0,0,1,0,0,0,0,10,0,0
1,0,0,47,2,1,0,17,0,0,0,0,0,0,0,10,1,0
1,1,0,15,3,0,1,99,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,6,3,0,0,8,0,0,0,0,0,0,0,10,0,0
1,0,1,46,2,0,0,10,0,0,0,0,0,0,0,10,1,0
1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,10,1,0
1,1,0,9,3,0,0,63,0,0,0,0,0,0,0,10,0,0
0,0,0,2399,5,0,1,2,0,0,0,0,0,0,0,10,0,0
0,0,0,6,17,0,0,0,0,0,0,0,1,0,0,10,1,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,1,0,7,3,0,0,110,0,0,0,0,0,0,0,10,0,0
1,0,0,8,3,1,1,115,0,0,0,0,0,0,0,10,0,0
1,1,0,16,3,0,0,28,0,0,0,0,1,0,0,10,0,0
0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,10,0,0
1,1,0,6,2,0,0,140,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,10,2,1,0,43,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,41,2,1,0,9,0,0,0,0,0,0,0,10,1,0
1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,1,0,7,3,0,0,118,0,0,0,0,0,0,0,10,0,0
1,1,0,10,3,0,1,108,0,1,0,0,0,0,0,10,0,0
1,0,0,12,3,0,0,93,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,12,3,0,0,115,0,0,0,0,0,0,0,10,0,0
1,0,0,3,2,0,1,9,0,0,0,0,0,0,0,10,0,0
1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,40,3,0,0,16,0,0,0,0,0,0,0,10,1,0
1,0,0,19,3,0,0,49,0,0,0,0,0,0,0,10,0,0
1,0,0,2,2,0,0,18,0,0,0,0,0,0,0,10,0,0
1,0,0,49,3,1,0,17,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,12,3,0,0,82,0,0,0,0,0,0,0,10,0,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,1,0,7,3,0,0,109,0,0,0,0,0,0,0,10,0,0
1,0,0,42,2,1,0,18,0,0,0,0,0,1,0,10,1,0
1,0,0,4,2,0,0,63,0,0,0,0,0,0,0,10,0,0
1,0,0,42,2,0,0,13,0,0,0,0,0,0,0,10,1,0
1,0,0,1,2,0,0,12,0,0,0,0,0,0,0,10,0,0
1,1,0,7,3,0,0,118,0,0,0,0,0,0,0,10,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,8,3,0,0,122,0,0,0,0,0,0,0,10,0,0
1,0,0,6,5,0,1,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,1,28,14,3,0,0,5,0,0,0,0,0,0,0,10,0,0
1,1,0,6,2,0,0,140,0,0,0,0,0,0,0,10,0,0
1,0,0,12,3,0,1,62,0,0,0,0,0,0,0,10,0,0
1,0,0,17,16,1,1,0,0,0,0,0,0,0,0,10,1,0
1,1,0,10,3,0,0,115,0,0,0,0,0,0,0,10,0,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,10,0,0
0,0,0,6,139,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,12,27,4,0,0,5,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1,1,0,9,3,0,0,113,0,0,0,0,0,0,0,10,0,0
1,0,12,31,4,0,0,5,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,41,2,1,1,10,0,0,0,0,0,0,0,10,1,0
1,0,0,11,3,0,0,12,0,0,0,0,0,0,0,10,1,0
1,0,0,6,2,0,0,3,0,0,0,0,0,0,0,10,0,0
1,0,0,39,2,1,0,9,0,0,0,0,0,0,0,10,1,0
1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,7,3,0,0,142,0,0,0,0,0,0,0,10,0,0
1,0,0,54,3,1,0,16,0,1,0,0,0,0,0,10,1,0
1,1,0,21,2,0,0,49,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,10,1,0
1,0,1,45,2,0,0,18,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,12,27,4,0,0,6,0,0,0,0,0,1,0,10,1,0
1,0,0,15,3,0,1,73,0,0,0,0,0,0,0,10,0,0
1,1,0,14,3,0,1,74,0,0,0,0,0,0,0,10,0,0
1,0,2,2,2,0,0,37,0,0,0,0,0,0,0,10,0,0
1,1,0,20,2,1,0,16,0,0,0,0,0,0,0,10,0,0
0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,10,0,0
1,1,0,20,2,1,0,16,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,13,3,0,1,94,0,0,0,0,0,0,0,10,0,0
1,0,0,8,3,0,1,82,0,0,0,0,0,0,0,10,0,0
0,0,0,14,14,0,1,0,0,0,1,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,1,0,7,3,0,0,118,0,0,0,0,0,0,0,10,0,0
1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,10,1,0
1,1,0,11,3,0,1,80,0,0,0,0,0,0,0,10,0,0
1,1,0,6,2,0,0,142,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,12,3,0,0,117,0,1,0,0,0,0,0,10,0,0
1,0,0,51,5,1,0,23,0,0,0,0,0,0,0,10,1,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,9,3,0,0,90,0,0,0,0,0,0,0,10,0,0
0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,1,0,6,2,0,0,135,0,0,0,0,0,0,0,10,0,0
1,0,0,6,3,0,0,10,0,0,0,0,0,0,0,10,0,0
1,1,0,12,3,0,0,79,0,0,0,0,0,0,0,10,0,0
1,1,0,6,2,0,0,140,0,0,0,0,0,0,0,10,0,0
1,1,0,15,3,0,1,98,0,0,0,0,0,0,0,10,0,0
1,0,2,41,2,0,0,8,0,0,0,0,0,0,0,10,1,0
1,0,0,45,3,1,0,17,0,0,0,0,0,0,0,10,1,0
1,0,0,7,3,1,0,17,0,0,0,0,0,0,0,10,1,0
1,0,0,4,2,0,0,9,0,0,0,0,0,0,0,10,0,0
0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,5,2,0,0,2,0,0,0,0,0,0,0,10,0,0
1,1,0,7,3,0,0,117,0,0,0,0,0,0,0,10,0,0
1,1,0,7,2,0,0,87,0,0,0,0,0,0,0,10,0,0
1,0,0,43,5,0,0,20,0,0,0,0,0,0,0,10,1,0
1,0,0,11,2,0,0,52,0,0,0,0,0,0,0,10,0,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,6,3,1,0,9,0,0,0,0,0,0,0,10,0,0
1,0,0,2,2,0,0,15,0,0,0,0,0,0,0,10,0,0
1,1,0,10,3,0,0,48,0,0,0,0,0,0,0,10,0,0
1,1,0,20,2,1,0,16,0,0,0,0,0,0,0,10,0,0
1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,16,3,0,1,53,0,0,0,0,0,0,0,10,0,0
1,1,0,9,3,0,0,117,0,0,0,0,0,0,0,10,0,0
0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10,0,0
1,1,0,5,2,0,1,53,0,0,0,0,0,0,0,10,0,0
0,0,4,51,4,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,12,3,0,0,115,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,10,0,0
1,1,0,18,2,0,0,47,0,0,0,0,0,0,0,10,0,0
1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
1,1,3,10,3,0,0,6,0,0,1,0,0,0,0,10,0,0
1,1,0,10,3,0,1,97,0,0,0,0,0,0,0,10,0,0
1,0,0,38,3,1,0,10,0,0,0,0,0,0,0,10,1,0
1,1,0,7,2,0,1,80,0,0,0,0,0,0,0,10,0,0
1,0,0,41,4,0,0,11,0,0,0,0,0,0,0,10,1,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,9,3,0,0,91,0,0,0,0,0,0,0,10,0,0
1,1,0,11,3,0,1,97,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0
1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,10,0,0
0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,10,1,0
1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,10,1,0
1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,10,1,0
1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,2,3,1,0,0,0,0,1,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,4,2,1,0,1,0,0,0,0,0,0,1,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,10,1,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,10,1,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,10,0,0
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0
