htmlBody,scriptTag,hexadecimalURLs,domainsCount,dotsCount,isAccountTerm,isDearTeam,imagesAsURL,ipUrls,isPayPalTerm,isLoginTerm,isBankTerm,isVerifyTerm,isAgreeTerm,isSuspendTerm,phishingTermsWeight,domainSender,isPhishing
True,False,15,25,4,True,False,5,0,False,False,True,False,False,False,5.396121842105263,True,False
False,False,0,1,2,True,False,0,0,False,False,False,False,False,False,1.7451523157894737,False,False
True,False,15,30,4,False,False,6,0,False,False,False,False,True,False,3.307479231578947,True,False
True,False,0,41,3,False,True,10,0,False,False,False,False,True,False,4.614958468421053,True,False
True,True,0,10,3,True,False,49,0,False,False,True,False,False,False,3.5041551052631577,False,False
True,False,0,12,3,False,False,115,0,False,False,True,False,False,False,3.944598342105263,False,False
True,False,0,2,3,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,False,0,47,3,True,False,16,0,False,False,False,False,False,False,4.778393315789473,True,False
True,False,0,4,2,False,False,7,0,False,False,False,False,False,False,3.0803324105263155,True,False
True,False,0,7,7,False,False,0,0,False,False,False,True,False,False,0.9085872473684211,False,False
True,False,0,11,3,False,True,116,0,False,False,True,False,False,False,4.878116348947368,False,False
True,False,0,2,2,False,False,0,0,False,False,False,False,False,False,4.022160684210526,False,False
True,False,0,9,4,True,False,12,0,False,True,False,False,False,False,5.659279752631579,False,False
True,False,0,47,2,True,False,17,0,False,False,False,False,False,False,4.274238184210526,True,False
True,True,0,15,3,False,True,99,0,False,False,False,False,False,False,4.238227157894737,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,3.224376736842105,False,False
True,False,0,6,3,False,False,8,0,False,False,False,False,False,False,2.8725761684210522,False,False
True,False,1,46,2,False,False,10,0,False,False,False,False,True,False,2.318559547368421,True,False
True,False,0,2,4,False,False,0,0,False,False,False,False,True,False,1.7839334947368422,True,False
True,True,0,9,3,False,False,63,0,False,False,False,False,False,False,2.235457052631579,False,False
False,False,0,2399,5,False,True,2,0,False,False,False,False,False,False,5.770083115789473,False,False
False,False,0,6,17,False,False,0,0,False,False,False,True,False,False,3.598337947368421,True,False
False,False,0,2,3,False,False,0,0,False,False,False,False,False,False,3.2714681473684206,True,False
True,False,0,3,3,False,False,0,0,False,False,False,False,False,False,1.1966758684210526,False,False
False,False,1,3,5,True,False,0,0,False,False,False,False,False,False,4.617728484210526,False,False
False,False,0,2,3,False,False,0,0,False,False,False,False,False,False,3.224376736842105,True,False
True,True,0,7,3,False,False,110,0,False,False,False,False,False,False,2.235457052631579,False,False
True,False,0,8,3,True,True,115,0,False,False,False,False,False,False,5.293628822631579,False,False
True,True,0,16,3,False,False,28,0,False,False,False,True,False,False,2.8864266315789475,False,False
False,False,0,2,2,False,True,0,0,False,False,False,False,False,False,4.429362894736842,False,False
True,True,0,6,2,False,False,140,0,False,False,False,False,False,False,2.3213296842105264,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,False,0,10,2,True,False,43,0,False,False,False,False,False,False,4.825484726315789,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,False,0,41,2,True,False,9,0,False,False,False,False,False,False,3.980609368421052,True,False
True,False,0,2,2,True,False,0,0,False,False,False,False,False,False,3.0775623157894736,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,True,0,7,3,False,False,118,0,False,False,True,False,True,False,2.7451523368421054,False,False
True,True,0,10,3,False,True,108,0,True,False,False,False,False,False,4.576177305263157,False,False
True,False,0,12,3,False,False,93,0,False,False,False,False,False,False,2.235457052631579,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,2.2825484631578945,True,False
True,False,0,12,3,False,False,115,0,False,False,False,False,False,False,2.3213296842105264,False,False
True,False,0,3,2,False,True,9,0,False,False,False,False,False,False,4.581717457894737,False,False
True,False,0,5,2,True,False,0,0,False,False,False,False,False,False,3.980609368421052,True,False
True,False,0,40,3,False,False,16,0,False,False,False,False,False,False,2.235457052631579,True,False
True,False,0,19,3,False,False,49,0,False,False,False,False,False,False,3.224376736842105,False,False
True,False,0,2,2,False,True,18,0,False,False,False,False,False,False,3.4404432105263156,False,False
True,False,0,49,3,True,False,17,0,False,False,False,False,False,False,4.778393315789473,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,4,5,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
True,False,0,12,3,False,False,82,0,False,False,False,False,False,False,2.235457052631579,False,False
False,False,0,2,3,False,False,0,0,False,False,False,False,False,False,1.8919667368421051,True,False
True,True,0,7,3,False,False,109,0,False,False,False,False,False,False,2.235457052631579,False,False
True,False,0,42,2,True,False,18,0,False,False,True,False,True,False,4.880886363157895,True,False
True,False,0,4,2,False,False,63,0,False,False,False,False,False,False,3.390581710526316,False,False
True,False,0,42,2,False,False,13,0,False,False,False,False,False,False,3.0332410000000003,True,False
True,False,0,1,2,False,False,12,0,False,False,False,False,False,False,2.4210526157894736,False,False
True,True,0,7,3,False,False,118,0,False,False,False,False,True,False,2.318559547368421,False,False
True,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,False,False
True,False,0,8,3,False,False,122,0,False,False,False,False,False,False,3.224376736842105,False,False
True,False,0,6,5,False,True,0,0,False,False,False,False,False,False,5.227146842105263,False,False
False,False,0,1,2,True,False,0,0,False,False,False,False,False,False,1.7451523157894737,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,1.786703631578947,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,True,28,14,3,False,False,5,0,False,False,False,False,False,False,1.33241,False,False
True,True,0,6,2,False,False,140,0,False,False,False,False,False,False,3.1191136315789474,False,False
True,False,0,12,3,False,True,62,0,False,False,False,False,False,False,3.4404432105263156,False,False
True,False,0,17,16,True,True,0,0,False,False,True,False,False,False,5.066481957894736,True,False
True,True,0,10,3,False,False,115,0,False,False,True,True,False,False,2.681440447368421,False,False
False,False,0,2,3,False,False,0,0,False,False,False,False,False,False,0.9889196842105262,True,False
True,False,0,10,4,False,False,2,0,False,True,True,False,False,False,3.304709131578947,False,False
False,False,0,6,139,False,False,0,0,False,False,False,False,False,False,2.235457052631579,False,False
True,False,15,29,4,False,False,5,0,False,False,True,False,False,False,3.6509695263157895,True,False
True,True,0,9,3,False,False,113,0,False,False,False,False,False,False,1.33241,False,False
True,False,15,33,4,False,False,5,0,False,False,False,False,False,False,3.224376736842105,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,False,False
True,False,0,4,5,False,False,0,0,False,False,False,False,False,False,2.4210526157894736,False,False
True,False,0,41,2,True,True,10,0,False,False,False,False,False,False,5.529085826315789,True,False
True,False,0,11,3,False,False,12,0,False,False,False,False,False,False,4.3157895,True,False
True,False,0,6,2,False,False,3,0,False,False,False,False,False,False,3.224376736842105,False,False
True,False,0,39,2,True,False,9,0,False,False,False,False,False,False,3.980609368421052,True,False
True,False,0,3,2,False,False,0,0,False,False,False,False,False,False,1.3324099842105261,True,False
False,False,0,2,2,True,False,0,0,False,False,False,False,False,False,3.349030378947368,False,False
True,False,0,7,3,False,False,142,0,False,False,False,False,False,False,3.224376736842105,False,False
True,False,0,54,3,True,False,16,0,True,False,True,False,False,False,4.601107978947368,True,False
True,True,0,21,2,False,False,49,0,False,False,False,False,False,False,3.224376736842105,False,False
False,False,0,1,2,False,False,0,0,False,True,False,False,False,False,0.34903047368421053,True,False
True,False,1,45,2,False,False,18,0,False,False,False,False,False,False,3.0332410000000003,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,False,15,30,4,False,False,6,0,False,False,True,False,True,False,3.7340720210526315,True,False
True,False,0,15,3,False,True,73,0,False,False,False,False,False,False,2.5373961578947366,False,False
True,True,0,14,3,False,True,74,0,False,False,False,False,False,False,2.5373961578947366,False,False
True,False,2,2,2,False,False,37,0,False,False,False,False,False,False,3.0803324105263155,False,False
True,True,0,21,2,True,False,16,0,False,True,False,False,False,False,4.673130142105263,False,False
False,False,0,7,3,False,False,0,0,False,True,False,False,False,False,2.1357341052631575,False,False
True,True,0,21,2,True,False,16,0,False,True,False,False,False,False,4.673130142105263,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
True,False,0,13,3,False,True,94,0,False,False,False,False,False,False,3.4404432105263156,False,False
True,False,0,8,3,False,True,82,0,False,False,False,False,False,False,3.526315842105263,False,False
False,False,0,14,14,False,True,0,0,False,True,False,False,False,False,3.4930747789473684,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,False,0,3,2,False,False,0,0,False,False,False,False,False,False,2.235457052631579,False,False
True,True,0,7,3,False,False,118,0,False,False,False,False,False,False,2.235457052631579,False,False
True,False,0,1,4,False,False,0,0,False,False,False,True,False,False,0.565096947368421,True,False
True,True,0,11,3,False,True,80,0,False,False,False,False,False,False,3.4404432105263156,False,False
True,True,0,6,2,False,False,142,0,False,False,False,False,False,False,3.224376736842105,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.7977839473684211,False,False
True,False,0,12,3,False,False,117,0,True,False,False,False,False,False,2.382271463157895,False,False
True,False,0,51,5,True,False,23,0,False,False,False,False,False,False,4.027700778947368,True,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,False,0,9,3,False,False,90,0,False,False,False,False,False,False,2.235457052631579,False,False
False,False,0,4,4,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,True,0,6,2,False,False,135,0,False,False,False,False,False,False,3.518005552631579,False,False
True,False,0,6,3,False,False,10,0,False,False,False,False,False,False,3.6703601157894736,False,False
True,True,0,12,3,False,False,79,0,False,False,False,False,False,False,3.224376736842105,False,False
True,True,0,6,2,False,False,140,0,False,False,False,False,False,False,3.224376736842105,False,False
True,True,0,15,3,False,True,98,0,False,False,False,False,False,False,3.4404432105263156,False,False
True,False,2,41,2,False,False,8,0,False,False,False,False,False,False,3.224376736842105,True,False
True,False,0,45,3,True,False,17,0,False,False,False,False,False,False,4.969529052631579,True,False
True,False,0,7,3,True,False,17,0,False,False,False,False,False,False,5.767312999999999,True,False
True,False,0,5,2,False,False,9,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,4,2,False,False,0,0,False,False,True,False,False,False,0.42659278947368423,False,False
True,False,0,5,2,False,False,2,0,False,False,False,False,False,False,3.224376736842105,False,False
True,True,0,7,3,False,False,117,0,False,False,False,False,False,False,2.235457052631579,False,False
True,True,0,7,2,False,False,87,0,False,False,False,False,False,False,2.235457052631579,False,False
True,False,0,43,5,False,False,20,0,False,False,False,False,False,False,2.235457052631579,True,False
True,False,0,11,2,False,False,52,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,2,3,False,False,0,0,False,False,False,False,False,False,3.224376736842105,True,False
True,False,0,6,3,True,False,9,0,False,False,False,False,False,False,4.617728484210526,False,False
True,False,0,3,2,False,False,15,0,False,False,False,False,False,False,2.235457052631579,False,False
True,True,0,10,3,False,False,48,0,False,False,False,False,False,False,1.33241,False,False
True,True,0,21,2,True,False,16,0,False,True,False,False,False,False,4.673130142105263,False,False
True,False,0,5,2,False,False,0,0,False,False,False,False,False,False,2.235457052631579,False,False
True,False,0,16,3,False,True,53,0,False,False,False,False,False,False,2.5373961578947366,False,False
True,True,0,9,3,False,False,117,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,2,3,False,False,0,0,False,False,True,False,False,False,3.944598342105263,True,False
False,False,0,0,0,True,True,0,0,False,False,False,False,True,False,4.412742378947368,False,False
True,True,0,5,2,False,True,53,0,False,False,False,False,False,False,3.3351801052631576,False,False
False,False,4,51,4,False,False,0,0,False,False,False,False,False,False,3.0332410000000003,True,False
True,False,0,12,3,False,False,115,0,False,False,False,False,False,False,2.3213296842105264,False,False
False,False,0,2,2,False,True,0,0,False,False,False,False,False,False,3.4404432105263156,False,False
True,True,0,18,2,False,False,47,0,False,False,False,False,False,False,3.1191136315789474,False,False
True,False,0,3,7,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
False,False,0,3,2,False,False,1,0,False,False,False,False,False,False,0.0,False,False
True,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,True,3,10,3,False,False,6,0,False,True,False,True,False,False,0.9141274210526315,False,False
True,True,0,10,3,False,True,97,0,False,False,False,False,False,False,3.8199446578947365,False,False
True,False,0,38,3,True,False,10,0,False,False,False,False,False,False,4.778393315789473,True,False
True,True,0,7,2,False,True,80,0,False,False,False,False,False,False,3.573407252631579,False,False
True,False,0,41,4,False,False,11,0,False,False,True,False,False,False,2.662049842105263,True,False
True,False,0,1,2,False,False,0,0,False,False,True,False,False,False,1.329639842105263,True,False
True,False,0,9,3,False,False,91,0,False,False,False,False,False,False,2.235457052631579,False,False
True,True,0,11,3,False,True,97,0,False,False,False,False,False,False,3.4404432105263156,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,True,False,0.0831024947368421,True,False
True,False,0,4,2,False,False,0,0,False,False,False,False,False,False,1.3324099842105261,False,False
True,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,False,0,3,2,False,False,0,0,False,False,False,False,False,False,0.18559556315789474,True,False
True,False,0,5,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,True,False
False,False,1,7,3,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,1,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,3,2,False,False,0,0,False,False,False,False,True,False,2.318559547368421,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.18559556315789474,True,False
False,False,0,3,2,False,False,0,0,False,False,False,False,True,False,0.986149547368421,True,False
True,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
True,False,0,0,0,True,False,0,0,False,False,False,False,False,False,3.980609368421052,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,1,2,False,False,1,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,True,False
True,False,0,1,4,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.9889196842105262,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
True,False,0,2,2,False,False,0,0,False,False,False,False,True,False,0.986149547368421,True,False
True,False,0,1,6,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,0,0,False,False,True,False,False,False,1.7590027894736842,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.9889196842105262,True,False
False,False,0,1,2,False,False,0,0,False,False,False,True,False,False,1.468144,True,False
True,False,0,1,6,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,True,False
True,False,0,1,1,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,True,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
False,False,0,3,3,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,4,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,3,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,3,2,False,False,0,0,False,False,False,False,False,False,0.9889196842105262,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.9889196842105262,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
True,False,0,2,3,True,False,0,0,False,True,False,False,False,False,2.094182789473684,False,False
True,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,3,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
True,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,4,2,True,False,1,0,False,False,False,False,False,True,2.9833794315789475,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,3,3,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
True,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,1.33241,False,False
False,False,0,3,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
False,False,0,0,0,False,False,0,0,False,False,False,False,False,False,0.7977839473684211,True,False
True,False,0,4,3,False,False,1,0,False,False,False,False,False,False,1.0277007894736843,True,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
False,False,0,1,3,False,True,0,0,False,False,False,False,False,False,1.2049861578947367,True,False
False,False,0,1,2,False,False,0,0,False,False,False,False,False,False,0.0,True,False
False,False,1,4,2,False,False,0,0,False,False,False,False,False,False,0.9030470526315789,False,False
False,False,0,2,2,False,False,0,0,False,False,False,False,False,False,0.0,False,False
False,False,0,1,2,False,False,1,0,False,False,False,False,False,False,1.33241,False,False
